Januar,January,,lang/de_lessons/audio/januar.mp3
Februar,February,,lang/de_lessons/audio/februar.mp3
März,March,,lang/de_lessons/audio/märz.mp3
April,April,,lang/de_lessons/audio/april.mp3
Mai,May,,lang/de_lessons/audio/mai.mp3
Juni,June,,lang/de_lessons/audio/juni.mp3
Juli,July,,lang/de_lessons/audio/juli.mp3
August,August,,lang/de_lessons/audio/august.mp3
September,September,,lang/de_lessons/audio/september.mp3
Oktober,October,,lang/de_lessons/audio/oktober.mp3
November,November,,lang/de_lessons/audio/november.mp3
Dezember,December,,lang/de_lessons/audio/dezember.mp3
der Monat,month,,lang/de_lessons/audio/der_monat.mp3
das Jahr,year,,lang/de_lessons/audio/das_jahr.mp3
das Jahrzehnt,decade,,lang/de_lessons/audio/das_jahrzehnt.mp3
jährlich,yearly,,lang/de_lessons/audio/jährlich.mp3
im Februar,in February,,lang/de_lessons/audio/im_februar.mp3
in 2019,in 2019,,lang/de_lessons/audio/in_2019.mp3
Welches Datum haben wir?,What is today’s date?,,lang/de_lessons/audio/welches_datum_haben_wir.mp3
der Frühling,spring,,lang/de_lessons/audio/der_frühling.mp3
der Sommer,summer,,lang/de_lessons/audio/der_sommer.mp3
der Herbst,autumn,,lang/de_lessons/audio/der_herbst.mp3
der Winter,winter,,lang/de_lessons/audio/der_winter.mp3
im Frühling,in spring,,lang/de_lessons/audio/im_frühling.mp3
